Student_id,First_name,Last_name,E-mail,Gender,Age,Department,Attendance(%),Midterm_score,Final_score,Assignment_avg,Quizzes_avg,Participation_score,Project_score,Total_score,Grade,Study_hours_per_week
404,Amit,Parekh,amit404@gmail.com,Female,18,CS,71.63,45.9,58.34,92.45,72.18,90.8,60.55,70.04,B,13.1
405,Priya,Parekh,priya405@gmail.com,Female,23,Mathematics,87.9,72.12,76.14,64.86,56.37,24.56,31.78,54.31,D,15.2
406,Neha,Patel,neha406@gmail.com,Male,19,Engineering,66.47,71.52,56.95,78.77,41.83,59.17,47.57,59.3,D,29.9
407,Rohit,Desai,rohit407@gmail.com,Female,21,CS,88.35,44.28,49.21,48.12,94.94,75.28,96.34,68.03,C,24.3
408,Rahul,Modi,rahul408@gmail.com,Female,24,CS,72.59,97.72,64.12,53.52,43.41,50.68,94.89,67.39,C,9.1
409,Karan,Mehta,karan409@gmail.com,Male,23,Mathematics,52.62,49.98,97.58,67.31,42.56,80.43,69.95,67.97,C,11.8
410,Amit,Trivedi,amit410@gmail.com,Female,23,CS,86.77,86.95,84.94,88.01,73.37,57.24,94.49,80.83,B,17.5
411,Neha,Joshi,neha411@gmail.com,Female,18,Business,56.14,45.5,73.77,53.55,84.8,85.45,48.01,65.18,C,5.3
412,Sneha,Mehta,sneha412@gmail.com,Male,25,CS,88.22,43.92,42.77,54.92,48.93,85.22,94.61,61.73,C,12.1
413,Amit,Parekh,amit413@gmail.com,Female,18,Business,82.72,64.98,96.85,94.35,40.62,28.83,57.97,63.93,C,18
414,Priya,Trivedi,priya414@gmail.com,Female,22,CS,73.54,52.63,91.45,84.12,46.09,91.67,61.31,71.21,B,20
415,Priya,Mehta,priya415@gmail.com,Female,20,Business,86.84,66.51,98.96,70.55,62.6,77.94,67.81,74.06,B,8.4
416,Karan,Joshi,karan416@gmail.com,Male,25,Engineering,67.61,43.29,47.32,56.97,55.88,44.44,37.18,47.51,E,15.2
417,Rohit,Desai,rohit417@gmail.com,Female,23,CS,60.78,99.71,60.84,40.2,42.72,66.46,66.36,62.72,C,23.8
418,Pooja,Shah,pooja418@gmail.com,Male,25,Mathematics,51.52,82.28,34.44,68.86,51.63,45.46,30.61,52.21,D,17.6
419,Karan,Patel,karan419@gmail.com,Female,20,Mathematics,68.36,80.74,79.2,56.12,70.29,95.69,97.46,79.92,B,28.1
420,Neha,Patel,neha420@gmail.com,Male,20,CS,59.93,32.98,92.11,94.44,54.86,59.49,97.7,71.93,B,21.8
421,Anjali,Shah,anjali421@gmail.com,Male,19,CS,86.24,36.57,37.88,84.13,44.75,30.41,32.5,44.37,E,5.7
422,Anjali,Parekh,anjali422@gmail.com,Female,20,Business,85.5,42.45,88.55,41.46,99.83,29.4,40.18,56.98,D,14.6
423,Pooja,Trivedi,pooja423@gmail.com,Male,19,Mathematics,75.47,75.14,79.69,74.47,95.78,87.62,74.63,81.22,B,26.6
424,Sneha,Shah,sneha424@gmail.com,Female,24,Mathematics,75.44,35.1,50.93,50.66,86.59,97.81,80.15,66.87,C,24.1
425,Priya,Patel,priya425@gmail.com,Female,20,Mathematics,72.92,82.5,99.16,40.83,69.32,38.37,66.06,66.04,C,15.2
426,Vishal,Parekh,vishal426@gmail.com,Female,25,Mathematics,90.64,73.23,58.81,87.25,91.25,70.71,39.89,70.19,B,25.8
427,Priya,Joshi,priya427@gmail.com,Female,21,Mathematics,95.97,33.05,46.97,50.35,77.47,81.6,60.46,58.32,D,5.7
428,Sneha,Trivedi,sneha428@gmail.com,Male,24,Engineering,81.05,39.49,82.27,94.89,91.82,53.75,83.61,74.3,B,16.1
429,Pooja,Shah,pooja429@gmail.com,Male,19,Business,57.34,81.76,70.37,98.2,53.42,63.48,87.14,75.73,B,29.8
430,Amit,Trivedi,amit430@gmail.com,Female,21,Business,69.56,50,33.16,78.74,92.52,33.51,67.47,59.23,D,21.3
431,Anjali,Shah,anjali431@gmail.com,Male,18,Mathematics,87.63,47.31,65.2,80.49,84.98,50.21,94.07,70.38,B,29.7
432,Amit,Trivedi,amit432@gmail.com,Female,18,CS,91.29,42.57,81.83,90.57,47.5,92.07,32.93,64.58,C,6.9
433,Pooja,Shah,pooja433@gmail.com,Female,23,Engineering,98.8,71.57,44.77,84.37,88.57,99.35,81.09,78.29,B,7.2
434,Priya,Joshi,priya434@gmail.com,Female,21,Mathematics,89.57,75.01,86.32,71.98,62.45,79.64,97.76,78.86,B,14.2
435,Sneha,Shah,sneha435@gmail.com,Female,21,Engineering,63.75,94.87,98.05,43.37,70.49,56.05,64.6,71.24,B,6
436,Vishal,Shah,vishal436@gmail.com,Male,22,CS,54.61,89.94,88.97,59.86,59.5,60.1,46.81,67.53,C,10
437,Sneha,Mehta,sneha437@gmail.com,Male,23,Engineering,67.8,94.57,40.39,58.45,66.9,31.27,70.73,60.38,C,16.6
438,Sneha,Trivedi,sneha438@gmail.com,Male,19,CS,91.58,83.55,38.62,40.47,95.08,35.61,93.17,64.42,C,25.1
439,Neha,Patel,neha439@gmail.com,Male,22,Mathematics,98.65,53.22,82.55,71.01,64.95,89.2,44.89,67.64,C,28.8
440,Neha,Patel,neha440@gmail.com,Male,23,Engineering,85.6,30.47,30.44,98.44,95.03,54.49,48.99,59.64,D,25.1
441,Pooja,Modi,pooja441@gmail.com,Female,19,Engineering,70.23,45.98,52.46,87.89,41.42,34.35,89.78,58.65,D,12.9
442,Sneha,Trivedi,sneha442@gmail.com,Male,21,Engineering,65.2,64.59,83.61,74.88,81.61,60.73,52.72,69.69,C,13.7
443,Sneha,Joshi,sneha443@gmail.com,Male,19,Business,63.23,85.04,75.99,98.21,45.4,38.63,50.13,65.57,C,9.4
444,Rohit,Shah,rohit444@gmail.com,Male,20,Mathematics,71.26,52.88,75.22,55.05,95.05,83.61,70.5,72.05,B,8.7
445,Vishal,Mehta,vishal445@gmail.com,Male,23,Business,98.17,63.92,71.15,44.43,42.37,31.62,90.36,57.31,D,22.3
446,Sneha,Trivedi,sneha446@gmail.com,Male,20,Mathematics,70.33,46.31,47.5,89.75,47.93,21.58,90.28,57.23,D,8.3
447,Priya,Mehta,priya447@gmail.com,Female,19,Engineering,86.42,57.42,78.41,89.17,62.01,28.06,35.04,58.35,D,6.3
448,Rahul,Joshi,rahul448@gmail.com,Male,19,Engineering,62.66,74.39,95.81,80.33,61.19,84.9,86.45,80.51,B,6.1
449,Pooja,Trivedi,pooja449@gmail.com,Female,20,Engineering,94.13,41.95,49.49,40.92,71.67,80.12,71.87,59.34,D,20.2
450,Rahul,Trivedi,rahul450@gmail.com,Female,25,Business,81.97,85.54,44.79,60.9,43.73,25.51,42.37,50.47,D,23
451,Neha,Modi,neha451@gmail.com,Female,25,Engineering,76.76,34.62,81.67,62.09,63.24,35.29,55.39,55.38,D,22.3
452,Rahul,Desai,rahul452@gmail.com,Male,24,Engineering,72.51,51.89,84.98,96.21,79.9,66.23,61.67,73.48,B,9.9
453,Pooja,Parekh,pooja453@gmail.com,Male,20,Engineering,97.32,99.75,68.52,81.03,44.44,46.46,33.12,62.22,C,17.4
454,Karan,Trivedi,karan454@gmail.com,Female,22,Engineering,68.57,39.75,95.66,89.98,84.29,47.69,61.19,69.76,C,14.6
455,Rahul,Modi,rahul455@gmail.com,Male,19,Business,80.99,90.09,63.62,81.68,50.37,70.07,87.27,73.85,B,13.4
456,Neha,Desai,neha456@gmail.com,Female,18,Mathematics,95.39,87.68,94.35,72,84.82,89.96,70.8,83.27,B,18.9
457,Neha,Desai,neha457@gmail.com,Male,20,Mathematics,92.18,37.11,48.72,79.64,40.04,88.09,97.51,65.19,C,27.4
458,Vishal,Patel,vishal458@gmail.com,Female,24,CS,98.4,60.65,56.04,70.11,82.66,58.42,72.86,66.79,C,25.6
459,Priya,Trivedi,priya459@gmail.com,Female,21,Engineering,93.78,52.14,92.97,90.91,89.39,62.28,79.01,77.78,B,5
460,Amit,Mehta,amit460@gmail.com,Female,23,Business,80.55,49.24,31.2,96.58,47.14,95.89,69.7,64.96,C,9.5
461,Neha,Parekh,neha461@gmail.com,Female,20,Business,88.87,96.37,94.79,71.39,51.17,58.77,93.87,77.73,B,14.5
462,Anjali,Shah,anjali462@gmail.com,Female,25,CS,90.31,69.51,72.77,64.48,54.1,33.97,43.95,56.46,D,28.5
463,Pooja,Trivedi,pooja463@gmail.com,Male,21,CS,75.58,80.72,87.13,69,54.3,49.77,35.5,62.74,C,19.9
464,Priya,Desai,priya464@gmail.com,Female,18,Engineering,79.93,36.2,56.89,52.02,58.1,50.2,64.49,52.98,D,20.8
465,Vishal,Parekh,vishal465@gmail.com,Female,21,Engineering,92.72,77.24,89.68,64.37,87.41,23.84,33.09,62.6,C,17.2
466,Sneha,Patel,sneha466@gmail.com,Female,19,Business,57.07,50.71,81.7,84.71,77.24,46.06,53.14,65.59,C,25.8
467,Anjali,Shah,anjali467@gmail.com,Female,22,Engineering,83.75,63.59,59.52,42.75,69.32,74.22,70.16,63.26,C,12.4
468,Amit,Mehta,amit468@gmail.com,Male,18,CS,77.52,54.78,31.09,51.32,65.22,49.85,56.2,51.41,D,16.7
469,Pooja,Trivedi,pooja469@gmail.com,Male,25,Mathematics,64.22,35.61,60.87,72.6,52.56,82.66,59.01,60.55,C,25.9
470,Anjali,Joshi,anjali470@gmail.com,Male,23,CS,84.99,98.28,78.69,74.13,61.85,53.9,57.16,70.67,B,23.8
471,Rahul,Modi,rahul471@gmail.com,Female,20,Business,63,38.94,80.87,95.89,85.12,90.73,53.71,74.21,B,8.7
472,Amit,Trivedi,amit472@gmail.com,Female,19,CS,91.32,50.43,84.98,79.95,60.78,54.93,82.21,68.88,C,7.6
473,Neha,Joshi,neha473@gmail.com,Male,24,CS,50.4,60.1,95.71,99.92,91.28,55.93,43.65,74.43,B,8
474,Vishal,Patel,vishal474@gmail.com,Male,19,Engineering,52.83,88.88,30.53,45.85,88.64,49.63,98.03,66.93,C,19.6
475,Vishal,Mehta,vishal475@gmail.com,Female,24,Engineering,54.69,75.42,57.13,70.63,78.01,82.54,84.24,74.66,B,17.3
476,Sneha,Shah,sneha476@gmail.com,Male,25,Engineering,59.59,31.18,59.59,74.37,72.15,56.14,61.76,59.2,D,6.7
477,Vishal,Patel,vishal477@gmail.com,Male,22,Mathematics,83.46,91.21,93.58,54.86,87.49,35.9,54.9,69.66,C,26
478,Amit,Joshi,amit478@gmail.com,Female,25,Mathematics,84.67,47.33,32.9,51.56,58.77,32.23,86.06,51.48,D,17.5
479,Amit,Mehta,amit479@gmail.com,Male,20,Business,97.8,62.46,67.07,53.59,98.13,30.61,47.19,59.84,D,27
480,Pooja,Parekh,pooja480@gmail.com,Female,23,Engineering,64.5,97.89,56.19,53.32,58.23,88.97,83.4,73,B,15.8
481,Sneha,Parekh,sneha481@gmail.com,Male,23,Mathematics,59.25,85.43,55.14,69.44,60.3,22.58,91.45,64.06,C,22.4
482,Priya,Trivedi,priya482@gmail.com,Male,20,Engineering,54.15,62.23,87.33,47.27,90.04,78.84,84.9,75.1,B,9.4
483,Amit,Mehta,amit483@gmail.com,Female,19,Engineering,62.67,51.01,89.09,70.9,59.72,99.18,68.35,73.04,B,29.4
484,Anjali,Trivedi,anjali484@gmail.com,Female,18,Engineering,78.76,39.59,47.75,48.27,45.6,83.04,58.17,53.74,D,22
485,Sneha,Desai,sneha485@gmail.com,Male,19,Engineering,75.48,36.65,61.66,84.87,75.32,79.71,41.46,63.28,C,16.1
486,Pooja,Desai,pooja486@gmail.com,Male,24,Business,67.64,50.88,80.8,67.46,72.56,30.43,49.1,58.54,D,15.5
487,Neha,Trivedi,neha487@gmail.com,Female,22,CS,77.46,70.94,96.51,47.27,52.39,44.05,82.45,65.6,C,20.7
488,Anjali,Joshi,anjali488@gmail.com,Male,23,Business,51.27,34.33,71.37,54.87,56.15,32.39,66.06,52.53,D,14.4
489,Rahul,Shah,rahul489@gmail.com,Female,21,Mathematics,81.5,92.8,48.36,56.48,54.07,31.92,59.14,57.13,D,15.7
490,Rohit,Shah,rohit490@gmail.com,Female,18,Business,93.46,93.95,33.08,42.36,44.47,22.22,50.77,47.81,E,13.2
491,Pooja,Mehta,pooja491@gmail.com,Female,23,Engineering,63.33,53.22,30.98,52.5,52.18,50.06,46.13,47.51,E,27.8
492,Pooja,Joshi,pooja492@gmail.com,Female,18,CS,62.08,36.99,97.95,79.47,42.94,47.1,91.23,65.95,C,15.6
493,Sneha,Parekh,sneha493@gmail.com,Male,22,Business,96.87,80.52,70.03,66.76,54.26,81.25,90.68,73.92,B,12.9
494,Priya,Patel,priya494@gmail.com,Male,25,Engineering,73.88,43.52,39.76,83.08,62.27,73.42,87.63,64.95,C,19.3
495,Vishal,Joshi,vishal495@gmail.com,Male,25,Engineering,87.76,52.61,95.86,48.23,75.79,37.7,48.02,59.7,D,14.2
496,Pooja,Joshi,pooja496@gmail.com,Male,25,Mathematics,62.44,93.04,75.99,93.14,42.34,22.48,76.16,67.19,C,12.2
497,Sneha,Modi,sneha497@gmail.com,Male,18,CS,95.31,67.59,91.06,93.76,62.73,57.88,53.04,71.01,B,13.4
498,Sneha,Parekh,sneha498@gmail.com,Male,24,Mathematics,56.12,85.94,71.89,70.29,74.44,80.1,58.18,73.47,B,20.6
499,Rahul,Joshi,rahul499@gmail.com,Female,23,Mathematics,54.12,41.4,48.29,87.77,64.44,31.39,51.12,54.07,D,17.9
500,Pooja,Modi,pooja500@gmail.com,Male,18,Engineering,72.71,44.8,66.97,41.09,90.78,58.01,99.49,66.86,C,9.5
501,Neha,Trivedi,neha501@gmail.com,Male,22,Business,74.59,31,87.51,55.81,46.51,67.98,88.89,62.95,C,13.7
502,Rohit,Shah,rohit502@gmail.com,Female,24,CS,97.35,89.96,62.86,96.92,91.96,39.43,57.49,73.1,B,16.4
503,Rahul,Modi,rahul503@gmail.com,Female,19,Business,81.66,32.47,83.72,41.01,70.62,57.38,98.63,63.97,C,6.7
504,Rahul,Desai,rahul504@gmail.com,Male,23,Mathematics,64.12,87.5,87.99,42.01,42.35,42.96,65.82,61.44,C,19.6
505,Rohit,Trivedi,rohit505@gmail.com,Female,18,Business,59.75,76.85,50.95,62.26,72.28,39.78,48.18,58.38,D,14.6
506,Rahul,Mehta,rahul506@gmail.com,Male,25,Mathematics,58.33,69.59,44.52,70.43,41.75,74.15,87.69,64.69,C,25
507,Rohit,Shah,rohit507@gmail.com,Male,19,Business,93.78,42.61,80.26,63.37,54.75,96.35,49.1,64.41,C,25.2
508,Vishal,Trivedi,vishal508@gmail.com,Male,22,Engineering,74.23,40.83,30.33,69.81,51.71,56.55,85.79,55.84,D,9
509,Neha,Patel,neha509@gmail.com,Male,19,Business,87.5,97.55,59.84,40.88,41.92,49.7,36.06,54.32,D,12.6
510,Pooja,Parekh,pooja510@gmail.com,Female,22,CS,62.55,70.83,43.88,69.45,41.73,79.3,46,58.53,D,10.2
511,Rahul,Modi,rahul511@gmail.com,Male,25,Mathematics,93.63,96.19,59.7,73.78,94.43,60.75,79.1,77.33,B,13.9
512,Sneha,Joshi,sneha512@gmail.com,Female,25,Engineering,51.65,34.76,93.16,68.34,91.2,30.15,85.31,67.15,C,14.7
513,Amit,Mehta,amit513@gmail.com,Female,18,CS,61.74,79.93,39.61,92.17,73.84,86.53,90.39,77.08,B,15.6
514,Pooja,Parekh,pooja514@gmail.com,Female,23,Mathematics,55.28,30.23,30.41,61.82,45.18,60.56,55.7,47.32,E,13.7
515,Priya,Mehta,priya515@gmail.com,Male,24,Mathematics,59.74,88.17,93.53,59.14,44.1,92.8,53.93,71.95,B,29.5
516,Rohit,Joshi,rohit516@gmail.com,Female,24,Engineering,66.53,50.69,85.08,89.5,84.89,31.34,48.36,64.98,C,25.6
517,Karan,Shah,karan517@gmail.com,Female,22,Engineering,77.63,48.97,55.31,97.11,70.1,97.45,80.56,74.92,B,27.9
518,Neha,Desai,neha518@gmail.com,Male,18,Business,62,86.54,72.83,59.94,41.73,86.94,75.41,70.56,B,16.3
519,Amit,Parekh,amit519@gmail.com,Female,18,Engineering,89.36,99.28,34.76,58.02,88.4,29.83,61.23,61.92,C,6.1
520,Rohit,Shah,rohit520@gmail.com,Male,21,Mathematics,89.95,97.3,52.25,72.08,90.01,58.59,80.7,75.16,B,6.1
521,Neha,Desai,neha521@gmail.com,Male,21,Business,97.65,66.48,48.21,69.64,80.46,74.57,88.18,71.26,B,23.5
522,Sneha,Mehta,sneha522@gmail.com,Male,22,CS,65.01,68.51,64.56,69.36,73.3,54.36,32.99,60.51,C,29.6
523,Vishal,Modi,vishal523@gmail.com,Male,22,Business,62.59,58.69,75.6,46,45.49,44.89,69.67,56.72,D,20.3
524,Anjali,Modi,anjali524@gmail.com,Male,21,Business,71.14,54.17,85.44,41.08,96.02,87.31,83.48,74.58,B,25
525,Anjali,Desai,anjali525@gmail.com,Female,19,Mathematics,60.18,37.35,79.24,49.99,50.82,70.41,35.43,53.87,D,7.7
526,Amit,Modi,amit526@gmail.com,Female,22,Engineering,92.71,36.82,99.04,88.75,51.11,34.83,95.34,67.65,C,8.7
527,Pooja,Joshi,pooja527@gmail.com,Male,25,Mathematics,55.54,80.92,37.25,56.93,49.19,99.02,72.21,65.92,C,11.1
528,Sneha,Desai,sneha528@gmail.com,Male,24,Engineering,50.34,35.07,34.93,48.49,40.98,29.53,64.36,42.23,E,12.9
529,Karan,Joshi,karan529@gmail.com,Female,19,CS,63.43,30.3,32.95,89.09,64.25,41.85,92.67,58.52,D,10.2
530,Priya,Mehta,priya530@gmail.com,Female,25,Business,98.01,81.44,91.24,68.79,68.28,95.77,79.58,80.85,B,17.9
531,Rahul,Parekh,rahul531@gmail.com,Female,25,Mathematics,93.77,51.65,38.73,76.09,79.6,51.51,67.96,60.92,C,14.3
532,Karan,Parekh,karan532@gmail.com,Male,24,Mathematics,62.08,70.42,51.57,72.61,60.15,99.04,53.98,67.96,C,18.6
533,Vishal,Parekh,vishal533@gmail.com,Male,18,Mathematics,82.8,89.51,62.79,98.89,57.66,51.92,80.24,73.5,B,27
534,Rahul,Trivedi,rahul534@gmail.com,Female,18,Mathematics,81.66,39.74,32.82,88.8,82.89,65.49,50.24,60,C,17.3
535,Sneha,Shah,sneha535@gmail.com,Male,23,Engineering,67.05,38.51,53.59,72.28,92.34,35.48,38.26,55.08,D,17.1
536,Karan,Joshi,karan536@gmail.com,Female,20,CS,78.85,66.69,61.55,79.83,83.94,49.23,35.7,62.82,C,6
537,Sneha,Shah,sneha537@gmail.com,Male,22,Engineering,73.62,74.08,66.66,89.99,90.46,42.51,74.01,72.95,B,26.5
538,Anjali,Trivedi,anjali538@gmail.com,Female,20,Business,84.93,38.93,94.41,48.09,77.72,27.91,62.91,58.33,D,15.4
539,Sneha,Shah,sneha539@gmail.com,Male,22,Business,63.15,57.74,84.05,92.5,96.06,36.25,89.34,75.99,B,19.6
540,Anjali,Shah,anjali540@gmail.com,Male,25,Mathematics,80.26,40.16,41.95,59.12,74.34,82.99,56.94,59.25,D,24.9
541,Sneha,Desai,sneha541@gmail.com,Female,21,Business,96.17,79.46,69.48,89.07,83.3,33.28,69.97,70.76,B,19.7
542,Rohit,Shah,rohit542@gmail.com,Male,24,Business,94.9,45.61,77.4,52.65,78.51,23.88,90.16,61.37,C,28
543,Priya,Joshi,priya543@gmail.com,Female,22,Mathematics,96.27,90.12,91.94,44.69,98.16,79.7,93.96,83.09,B,12.5
544,Rohit,Parekh,rohit544@gmail.com,Male,24,Business,84.08,90.49,60.3,56.76,62.36,67.15,83.9,70.16,B,24.7
545,Sneha,Modi,sneha545@gmail.com,Male,22,Business,97.81,40.08,38.86,41.99,89.02,31.87,46.89,48.12,E,11.9
546,Amit,Modi,amit546@gmail.com,Female,18,CS,50.26,89.77,34.8,74.12,58.85,69.7,33.73,60.16,C,21.9
547,Sneha,Trivedi,sneha547@gmail.com,Male,23,Mathematics,77.36,57.75,54.58,41.64,44.58,52.24,79.19,55,D,22.5
548,Amit,Shah,amit548@gmail.com,Male,25,Engineering,59.65,71.42,55,70.48,78.71,31.62,73.56,63.47,C,8.7
549,Rahul,Shah,rahul549@gmail.com,Male,21,CS,53.43,58.95,99.12,64.06,43.81,85.54,72.84,70.72,B,22.7
550,Rahul,Modi,rahul550@gmail.com,Female,18,Engineering,62.23,76.37,69.78,90.46,43.47,86.87,61.86,71.47,B,7.8
551,Neha,Patel,neha551@gmail.com,Male,18,Mathematics,74.42,61.36,41.69,48.59,97.72,60.57,84.71,65.77,C,25.3
552,Vishal,Shah,vishal552@gmail.com,Female,20,Business,74.6,91.21,83.95,84.31,91.47,95.57,96.6,90.52,A,15.9
553,Pooja,Desai,pooja553@gmail.com,Female,21,Business,88.89,71.96,40.78,66.92,59.2,71.36,69.17,63.23,C,6.4
554,Rahul,Trivedi,rahul554@gmail.com,Male,25,Engineering,86.13,54.76,53.63,50.65,42.42,88.12,31.54,53.52,D,22.5
555,Priya,Parekh,priya555@gmail.com,Female,25,Engineering,55.09,81.52,80.4,87.03,72.51,58.13,81.5,76.85,B,6
556,Priya,Shah,priya556@gmail.com,Male,19,Mathematics,70.94,62.26,72.42,64.87,71.74,25.59,79.62,62.75,C,5.6
557,Sneha,Desai,sneha557@gmail.com,Male,22,Mathematics,70.5,34.81,91.17,61.75,49.3,21.87,39.72,49.77,E,28.7
558,Karan,Joshi,karan558@gmail.com,Male,19,Engineering,62.16,36.41,92.21,78.03,88.11,49.28,98.51,73.76,B,7.2
559,Priya,Parekh,priya559@gmail.com,Female,21,Business,94.28,89.32,52.24,84.24,71.24,82.79,53.53,72.23,B,11.4
560,Karan,Patel,karan560@gmail.com,Female,22,Mathematics,63.3,87.89,49.18,63.62,91.69,81.38,65.82,73.26,B,14.2
561,Priya,Joshi,priya561@gmail.com,Female,23,CS,60.76,33.54,70.52,80.41,80.92,64,49.11,63.08,C,16.1
562,Vishal,Patel,vishal562@gmail.com,Male,23,Mathematics,75.14,93.72,55.16,60.75,67.66,41.65,69.78,64.79,C,16.7
563,Priya,Trivedi,priya563@gmail.com,Male,25,Business,59.54,55.23,68.32,59.97,56.57,21.21,46.53,51.3,D,26.5
564,Amit,Shah,amit564@gmail.com,Male,19,Engineering,92.4,40.76,88.57,45.79,62.18,34.68,95.22,61.2,C,19.2
565,Anjali,Desai,anjali565@gmail.com,Male,22,Engineering,80.95,63.13,99.61,69.63,91.56,48.9,57.43,71.71,B,21.4
566,Sneha,Modi,sneha566@gmail.com,Female,21,Mathematics,71.58,77.65,96.72,63.49,56.87,79.1,79.17,75.5,B,14.7
567,Karan,Mehta,karan567@gmail.com,Male,25,Mathematics,99.96,71.98,41.63,79.61,58.57,42.17,45.75,56.62,D,24.9
568,Amit,Parekh,amit568@gmail.com,Female,22,CS,79.7,52.26,32.84,84.51,71.12,53.35,73.45,61.26,C,17.7
569,Neha,Joshi,neha569@gmail.com,Female,21,Engineering,85.75,68.52,65.2,99.98,74.69,78.47,92.62,79.91,B,25
570,Anjali,Parekh,anjali570@gmail.com,Male,19,CS,84.28,62.45,51.17,88.21,49.1,50.52,33.89,55.89,D,11.8
571,Pooja,Joshi,pooja571@gmail.com,Female,22,CS,74.6,69.83,81.5,79.63,95.72,26.43,40.25,65.56,C,27.3
572,Sneha,Trivedi,sneha572@gmail.com,Male,21,Business,85.24,52.88,43.93,49.91,96.06,95.44,48.34,64.43,C,13.2
573,Vishal,Shah,vishal573@gmail.com,Male,23,Engineering,52.95,74.65,34.42,55.22,74.31,35.48,36.5,51.76,D,24.5
574,Amit,Shah,amit574@gmail.com,Male,18,Engineering,50.43,37.67,43.42,70.49,91.01,42.82,63.2,58.1,D,25.9
575,Rohit,Shah,rohit575@gmail.com,Female,18,Engineering,56.87,43.38,93.29,71.53,54.74,95.84,67.75,71.09,B,8.9
576,Neha,Patel,neha576@gmail.com,Male,20,Mathematics,73.24,84.83,75.71,77.61,77.6,31.09,33,63.31,C,29.2
577,Vishal,Mehta,vishal577@gmail.com,Male,19,CS,63.75,92.04,79.53,52.62,68.67,96.1,76.69,77.61,B,11.8
578,Priya,Joshi,priya578@gmail.com,Female,20,Business,69.08,56.94,54.02,95.15,71.99,67.91,52.51,66.42,C,25.8
579,Neha,Modi,neha579@gmail.com,Male,18,Mathematics,58.04,51.58,40.19,43.91,76.03,43.78,61.05,52.76,D,10
580,Anjali,Modi,anjali580@gmail.com,Female,22,Mathematics,70.5,60.09,46.57,52.54,87.71,46.95,37.24,55.18,D,7
581,Neha,Patel,neha581@gmail.com,Male,25,Mathematics,59.8,35.05,57.78,70.04,69.72,29.33,55.86,52.96,D,20.5
582,Vishal,Trivedi,vishal582@gmail.com,Male,24,Mathematics,52.19,65.77,99.84,90.15,78,52.88,43.16,71.63,B,6.3
583,Anjali,Mehta,anjali583@gmail.com,Female,18,Mathematics,55.54,68.32,97.14,74.61,63.52,97.82,71.23,78.77,B,20
584,Rahul,Patel,rahul584@gmail.com,Female,18,Mathematics,76.42,94.24,61.95,58.84,79.06,36.05,88.32,69.74,C,8.7
585,Rahul,Desai,rahul585@gmail.com,Male,19,Business,89.21,46.54,95.05,94.57,71.58,70.96,96.21,79.15,B,28.4
586,Priya,Parekh,priya586@gmail.com,Male,23,Mathematics,72.14,57.77,79.9,71.82,94,67.79,96.35,77.94,B,7.1
587,Anjali,Joshi,anjali587@gmail.com,Female,20,CS,96.11,43.25,30.08,91.97,70.77,29.35,73.63,56.51,D,21.6
588,Priya,Parekh,priya588@gmail.com,Male,18,CS,84.55,60.75,35.51,66.98,51.71,35.23,40.75,48.49,E,14.3
589,Rahul,Mehta,rahul589@gmail.com,Male,19,Engineering,91.55,57.51,97.43,48.77,77.22,62.04,46.84,64.97,C,28.5
590,Anjali,Patel,anjali590@gmail.com,Male,19,CS,57.41,99.34,49.31,94.57,91.46,59.93,91.41,81,B,14.8
591,Amit,Modi,amit591@gmail.com,Male,19,Mathematics,66.94,68.67,38.39,48.08,64.32,37.11,70.8,54.56,D,8.9
592,Amit,Trivedi,amit592@gmail.com,Female,20,Business,68.99,71.23,39.16,77.05,99.88,76.11,81.16,74.1,B,25.6
593,Vishal,Modi,vishal593@gmail.com,Female,18,Engineering,57.81,46.62,39.71,86.16,92.92,52.96,63.51,63.65,C,9.1
594,Amit,Desai,amit594@gmail.com,Male,19,Business,96.56,30.37,79.37,79.92,75.97,92.98,99.78,76.4,B,7.7
595,Rahul,Modi,rahul595@gmail.com,Female,18,Engineering,68.5,88.42,67.04,78.61,45.58,43.69,84.64,68,C,19.7
596,Pooja,Parekh,pooja596@gmail.com,Male,25,Business,96,71.14,77.03,93.31,78.22,96.62,31.86,74.7,B,6.3
597,Amit,Mehta,amit597@gmail.com,Male,19,Mathematics,57.95,70.94,71.91,72.31,51.53,41.65,56.51,60.81,C,26.7
598,Anjali,Shah,anjali598@gmail.com,Female,18,Mathematics,75.97,55.37,94.62,92.38,62.22,98.24,58.81,76.94,B,14.4
599,Amit,Patel,amit599@gmail.com,Male,18,Business,71.13,75.11,88.56,78.5,65.83,54.04,72.57,72.44,B,6.6
600,Pooja,Desai,pooja600@gmail.com,Male,24,Business,63.73,98.65,53.49,48.97,56.02,90.33,47.3,65.79,C,13.4
601,Sneha,Parekh,sneha601@gmail.com,Female,20,CS,55.91,57.42,83.71,67.74,54.22,88.56,46.56,66.37,C,14.7
602,Anjali,Mehta,anjali602@gmail.com,Female,23,Mathematics,84.18,53.52,88.76,68.33,95.13,93.07,98.64,82.91,B,16
603,Anjali,Shah,anjali603@gmail.com,Male,21,Business,87.94,75.31,83.38,91.33,63.85,27.52,50.01,65.23,C,9.6
604,Sneha,Shah,sneha604@gmail.com,Female,22,Mathematics,62.9,97.83,94.16,56.17,50.12,95.61,36.76,71.78,B,22.3
